USER_ID,ITEM_ID,TIMESTAMP
178,385,882826982
194,23,879522819
188,143,875072674
276,294,874786366
158,1098,880135069
305,654,886323937
64,736,889739212
7,378,891353011
59,92,888204997
69,268,882027109
21,129,874951382
58,9,884304328
7,200,891353543
113,126,875076827
173,328,877557028
95,233,879196354
16,194,877720733
59,323,888206809
292,589,881105516
43,203,883955224
79,50,891271545
235,70,889655619
125,190,892836309
303,161,879468547
90,923,891383912
6,463,883601713
286,298,875807004
297,57,875239383
130,1217,875801778
36,748,882157285
104,285,888465201
21,447,874951695
111,301,891680028
18,408,880129628
25,222,885852817
270,98,876955868
68,237,876974133
83,215,880307940
89,216,879459859
128,317,879968029
305,512,886323525
286,175,877532470
256,86,882165103
221,48,875245462
201,203,884114471
150,181,878746685
144,742,888104122
109,566,880578814
215,421,891435704
174,937,886432989
268,583,876513830
160,462,876858346
195,273,878019342
224,178,888082468
99,1016,885678724
2,251,888552084
292,9,881104148
72,568,880037203
83,281,880307072
287,926,875334340
222,53,878184113
24,64,875322758
196,393,881251863
56,91,892683275
256,761,882164644
226,56,883889102
279,741,875296891
16,8,877722736
203,93,880434940
145,56,875271896
288,305,886372527
313,117,891015319
148,1,877019411
197,347,891409070
21,164,874951695
239,491,889181015
185,287,883526288
297,89,875239125
303,68,879467361
239,194,889178833
197,511,891409839
280,1,891700426
60,162,883327734
198,258,884204501
239,513,889178887
233,375,876374419
85,642,882995615
201,518,884112201
296,228,884197264
279,725,875314144
13,72,882141727
208,663,883108476
230,172,880484523
62,182,879375169
65,125,879217509
174,660,886514261
90,12,891383241
283,432,879297965
311,98,884364502
195,751,883295500
130,105,876251160
286,73,877532965
56,222,892679439
210,204,887730676
239,9,889180446
96,87,884403531
84,121,883452307
275,265,880314031
291,1178,875086354
70,399,884068521
311,9,884963365
301,523,882076146
152,685,880149074
244,172,880605665
53,281,879443288
244,790,880608037
26,125,891371676
24,191,875323003
13,181,882140354
2,50,888552084
313,566,891016220
144,125,888104191
188,443,875074329
276,324,874786419
72,234,880037418
83,385,887665549
109,402,880581344
185,216,883526268
14,213,890881557
57,79,883698495
230,963,880484370
176,875,886047442
253,97,891628501
284,269,885328991
106,526,881452685
291,418,875086920
84,1033,883452711
194,187,879520813
283,845,879297442
297,275,874954260
78,255,879633745
11,425,891904300
308,59,887737647
193,1078,889126943
87,585,879877008
8,50,879362124
186,148,891719774
312,692,891699426
175,127,877107640
7,644,891351685
276,419,874792907
83,210,880307751
313,616,891015049
279,168,875296435
276,474,889174904
62,59,879373821
83,97,880308690
63,100,875747319
16,178,877719333
90,945,891383866
42,98,881106711
303,393,879484981
274,50,878944679
94,792,885873006
184,98,889908539
248,589,884534968
200,892,884127082
296,222,884196640
196,381,881251728
72,196,880036747
256,472,882152471
128,182,879967225
286,85,877533224
172,220,875537441
308,516,887736743
308,436,887739257
220,298,881198966
21,324,874950889
285,269,890595313
210,70,887730589
199,221,883782854
297,25,874954497
276,78,877934828
299,847,877877649
1,47,875072125
164,281,889401906
96,673,884402860
291,1016,874833827
7,451,891353892
233,177,877661496
6,517,883602212
214,117,891543241
184,602,889909691
95,68,879196231
25,257,885853415
6,23,883601365
313,436,891029877
66,181,883601425
206,302,888180227
222,22,878183285
76,61,875028123
151,703,879542460
314,28,877888346
44,258,878340824
303,418,879483510
270,558,876954927
248,117,884535433
125,318,879454309
138,523,879024043
291,15,874833668
239,96,889178798
136,89,882848925
82,194,878770027
178,199,882826306
307,949,877123315
10,488,877888613
23,258,876785704
308,174,887736696
185,114,883524320
118,654,875385007
246,721,884921794
234,98,892078567
94,24,885873423
122,378,879270769
312,100,891698613
262,64,879793022
99,403,885680374
83,43,880308690
130,307,877984546
174,402,886513729
256,487,882164231
59,177,888204349
250,196,878091818
285,150,890595636
97,670,884239744
122,510,879270327
37,403,880915942
303,1098,879467959
165,372,879525987
176,324,886047292
44,15,878341343
190,117,891033697
29,189,882821942
94,174,885870231
117,181,880124648
19,435,885412840
194,191,879521856
158,24,880134261
56,447,892679067
214,137,891543227
92,747,875656164
188,96,875073128
58,173,884305353
244,154,880606385
134,879,891732393
298,625,884183406
254,230,886472400
16,209,877722736
151,835,879524199
200,588,884128499
297,432,875239658
312,133,891699296
151,12,879524368
305,483,886323068
141,258,884584338
44,240,878346997
214,213,891544414
233,208,880610814
1,222,878873388
230,419,880484587
94,651,891725332
205,316,888284710
14,174,890881294
279,89,875306910
112,331,884992603
296,429,884197330
13,868,882139901
87,210,879875734
10,285,877889186
23,463,874785843
216,174,881432488
4,303,892002352
138,517,879024279
5,1,875635748
276,357,874787526
62,433,879375588
239,475,889178689
130,234,875216932
264,70,886123596
208,197,883108797
24,763,875322875
162,1019,877636556
160,160,876862078
172,580,875538028
54,676,880935294
210,97,887736454
164,930,889402340
109,1012,880564570
207,25,876079113
109,1,880563619
58,709,884304812
303,693,879466771
152,111,880148782
227,50,879035347
295,72,879518714
277,255,879544145
279,96,875310606
1,253,874965970
18,182,880130640
276,568,882659211
87,177,879875940
213,13,878955139
125,134,879454532
128,739,879969349
291,428,874871766
25,208,885852337
288,272,889225463
274,748,878944406
70,419,884065035
151,919,879524368
199,268,883782509
11,740,891903067
59,77,888206254
222,88,878183336
38,161,892432062
121,14,891390014
252,277,891456797
303,411,879483802
210,527,887736232
312,573,891712535
234,1397,892334976
117,15,880125887
64,516,889737376
85,187,879454235
59,54,888205921
216,196,880245145
144,153,888105823
210,274,887730676
94,471,891721642
65,1142,879217349
1,113,878542738
76,175,875028853
294,508,877819532
263,1451,891299949
6,492,883601089
279,746,875310233
303,1109,879467936
184,191,889908716
310,116,879436104
314,1150,877887002
13,121,882397503
43,5,875981421
280,127,891702544
11,723,891904637
311,566,884366112
85,604,882995132
184,514,889908497
90,690,891383319
106,582,881451199
37,117,880915674
276,845,874786807
22,258,878886261
70,82,884068075
308,95,887737130
60,208,883326028
270,778,876955711
243,208,879989134
81,280,876534214
200,478,884128788
56,184,892679088
116,250,876452606
295,172,879516986
63,1007,875747368
295,235,879517943
156,641,888185677
160,430,876861799
237,191,879376773
45,109,881012356
272,1101,879454977
184,86,889908694
285,151,890595636
72,28,880036824
271,187,885848343
94,211,891721142
246,425,884921918
115,8,881171982
95,1,879197329
147,904,885594015
151,58,879524849
105,268,889214268
34,312,888602742
72,427,880037702
263,416,891299697
94,1048,891722678
45,118,881014550
279,144,880850073
145,22,875273021
71,89,880864462
182,69,876435435
193,627,889126972
214,302,892668197
151,485,879525002
195,328,884420059
109,258,880562908
282,288,879949367
23,381,874787350
252,300,891448664
151,372,879524819
282,327,879949417
304,237,884968415
64,160,889739288
28,79,881961003
265,471,875320302
18,113,880129628
83,82,887665423
90,499,891383866
234,1186,892335707
87,196,879877681
150,129,878746946
161,98,891171357
70,210,884065854
222,1057,881061370
92,176,875652981
204,216,892513864
164,685,889402160
184,207,889908903
92,180,875653016
43,204,883956122
222,1042,878184514
197,300,891409422
271,705,885849052
73,657,888625422
90,187,891383561
270,671,876956360
6,478,883602762
207,1046,875509787
85,83,886282959
158,770,880134477
297,588,875238579
90,507,891383987
271,482,885848519
267,17,878971773
194,647,879521531
1,227,876892946
170,292,884103732
60,1021,883326185
287,347,888177040
38,679,892432062
195,1014,879673925
279,227,889326161
84,748,883449530
316,98,880853743
25,25,885853415
168,274,884287865
103,24,880415847
299,588,877880852
287,294,875333873
234,582,892334883
87,9,879877931
49,47,888068715
296,855,884197352
44,95,878347569
318,474,884495742
269,13,891446662
222,1044,881060578
82,455,876311319
42,685,881105972
145,1245,875271397
313,99,891014029
308,848,887736925
145,448,877343121
118,475,875384793
130,316,888211794
142,82,888640356
119,718,874774956
99,50,885679998
306,14,876503995
227,295,879035387
59,1107,888206254
311,716,884365718
262,553,879795122
16,56,877719863
293,132,888905481
62,132,879375022
94,346,891725410
13,59,882140425
240,313,885775604
291,7,874834481
312,28,891698300
31,484,881548030
291,70,874868146
56,172,892737191
109,588,880578388
59,429,888204597
65,196,879216637
308,741,887739863
301,660,882076782
214,1129,892668249
158,241,880134445
224,191,888082468
215,423,891435526
32,1012,883717581
85,298,880581629
180,68,877127721
188,218,875074667
144,508,888104150
177,203,880131026
276,273,874786517
198,7,884205317
108,290,879880076
189,197,893265291
73,56,888626041
13,150,882140588
7,401,891354257
128,482,879967432
256,25,882150552
22,510,878887765
312,494,891698454
264,504,886122577
137,687,881432756
185,740,883524475
259,772,874724882
239,58,889179623
312,921,891699295
249,746,879641209
95,527,888954440
79,100,891271652
189,751,893265046
253,510,891628416
214,42,892668130
7,81,891352626
234,132,892333865
6,469,883601155
82,14,876311280
109,627,880582133
305,50,886321799
277,279,879543592
94,58,891720540
217,144,889069782
303,433,879467985
117,151,880126373
221,327,875243968
91,28,891439243
151,317,879524610
64,176,889737567
116,271,886310197
49,547,888066187
307,1022,879283008
303,176,879467260
286,154,877533381
291,501,875087100
235,87,889655162
276,157,874790773
7,576,892132943
250,404,878092144
25,258,885853199
18,496,880130470
263,510,891298392
314,535,877887002
250,338,883263374
95,172,879196847
94,470,891722006
59,583,888205921
277,282,879543697
303,1286,879467413
210,357,887736206
185,199,883526268
235,480,889655044
308,163,887737084
298,252,884183833
44,208,878347420
315,13,879821158
215,197,891435357
269,9,891446246
42,195,881107949
246,68,884922341
101,405,877137015
249,88,879572668
60,525,883325944
271,750,885844698
92,731,875653769
311,203,884365201
263,197,891299752
138,496,879024043
209,251,883417810
217,7,889069741
261,340,890454045
176,258,886047026
81,169,876534751
62,114,879373568
72,530,880037164
49,7,888067307
9,298,886960055
92,528,875657681
249,708,879572403
196,655,881251793
276,226,874792520
134,313,891732150
247,736,893097024
311,83,884364812
251,1014,886272486
227,411,879035897
59,550,888206605
58,100,884304553
249,723,879641093
286,1316,884583549
7,228,891350845
160,56,876770222
103,127,880416331
87,2,879876074
291,732,874868097
49,334,888065744
222,1284,878184422
59,215,888204430
177,209,880130736
151,1298,879528520
29,332,882820869
30,435,885941156
315,185,879821267
23,172,874785889
321,496,879438607
106,778,881453040
7,151,891352749
84,12,883452874
94,168,891721378
239,529,889179808
90,657,891385190
261,875,890454351
190,302,891033606
112,289,884992690
199,258,883782403
301,202,882076211
294,127,877819265
267,840,878970926
5,211,875636631
160,117,876767822
6,357,883602422
297,736,875239975
250,244,878089786
58,268,884304288
301,1228,882079423
137,300,881432524
164,117,889401816
286,34,877534701
232,197,888549563
150,221,878747017
1,90,878542300
189,1005,893265971
36,307,882157227
151,89,879524491
248,475,884535446
213,609,878955533
203,181,880434278
269,47,891448386
297,307,878771124
305,189,886323303
74,272,888333194
127,294,884363803
194,4,879521397
177,56,880130618
57,28,883698324
239,187,889178798
131,1281,883681561
270,97,876955633
159,127,880989744
230,202,880485352
92,219,875654888
318,356,884496671
267,403,878971939
5,382,875636587
180,762,877126241
319,313,889816026
270,736,876955087
293,496,888905840
269,793,891449880
21,98,874951657
303,209,879467328
13,766,882139686
314,95,877888168
151,387,879542353
230,378,880485159
95,1206,888956137
270,370,876956232
256,716,882165135
303,435,879466491
62,258,879371909
189,1115,893264270
77,195,884733695
99,742,885679114
83,338,883868647
262,179,879962570
253,216,891628252
108,50,879879739
94,347,891724950
201,1245,884141015
271,111,885847956
18,387,880130155
207,4,876198457
313,96,891015144
215,144,891435107
279,1376,886016680
296,248,884196765
270,83,876954995
210,161,887736393
201,79,884112245
184,181,889907426
185,269,883524428
276,550,874792574
216,69,880235229
147,292,885594040
291,250,874805927
291,471,874833746
308,559,887740367
87,211,879876812
97,89,884238939
178,209,882826944
186,470,879023693
299,615,878192555
10,504,877892110
110,682,886987354
207,87,884386260
148,114,877016735
94,9,885872684
60,222,883327441
244,409,880605294
276,246,874786686
234,20,891227979
106,107,883876961
216,697,883981700
140,268,879013684
220,303,881198014
67,64,875379211
230,142,880485633
299,641,889501514
7,581,891353477
44,250,878346709
291,214,874868146
11,741,891902745
57,204,883698272
314,417,877888855
201,197,884113422
194,792,879524504
316,306,880853072
280,781,891701699
13,14,884538727
211,127,879461498
306,242,876503793
64,684,889740199
198,135,884208061
232,91,888549515
98,47,880498898
7,106,891353892
12,300,879958639
239,10,889180338
238,111,883576603
130,267,875801239
90,662,891385842
40,268,889041430
42,185,881107449
291,578,874835242
148,70,877021271
305,187,886323189
184,71,889911552
158,1011,880132579
7,528,891352659
174,237,886434047
158,190,880134332
201,853,884114635
278,311,891295130
275,520,880314218
62,1073,879374752
230,234,880484756
73,357,888626007
4,361,892002353
64,778,889739806
244,89,880602210
7,643,891350932
295,704,879519266
272,48,879455143
269,285,891446165
244,380,880608133
57,1047,883697679
145,591,879161848
52,95,882922927
145,260,875269871
208,202,883108476
160,187,876770168
141,274,884585220
260,990,890618729
177,299,880130500
223,969,891550649
286,709,877532748
99,181,885680138
90,425,891384996
43,151,875975613
10,289,877886223
197,515,891409935
62,24,879372633
323,223,878739699
54,298,892681300
295,47,879518166
311,385,884365284
287,257,875334224
290,82,880473918
262,96,879793022
279,491,875296435
145,393,875273174
305,61,886323378
269,156,891449364
276,180,874787353
323,298,878739275
296,258,884196469
18,965,880132012
72,528,880036664
125,239,892838375
244,652,880606533
138,211,879024183
221,1059,875245077
42,69,881107375
10,340,880371312
60,604,883327997
63,50,875747292
311,172,884364763
7,582,892135347
7,127,891351728
204,340,892389195
13,493,882140206
186,281,879023390
6,275,883599102
259,959,888720593
5,62,875637575
286,258,877530390
303,65,879467436
295,73,879519009
184,100,889907652
1,64,875072404
312,641,891698300
239,478,889178986
142,181,888640317
296,242,884196057
69,174,882145548
195,265,888737346
121,509,891388145
7,196,891351432
180,431,877442098
44,120,878346977
318,257,884471030
320,117,884748641
256,939,882164893
310,24,879436242
43,52,883955224
91,427,891439057
318,631,884496855
97,482,884238693
174,160,886514377
7,44,891351728
158,85,880135118
256,765,882165328
221,69,875245641
196,67,881252017
232,175,888549815
159,685,880557347
99,182,886518810
175,71,877107942
326,22,879874989
270,53,876956106
162,181,877635798
320,177,884749360
210,380,887736482
151,969,879542510
42,684,881108093
234,705,892318002
270,466,876955899
56,797,892910860
305,923,886323237
173,286,877556626
67,1095,875379287
213,12,878955409
36,883,882157581
131,100,883681418
308,298,887741383
14,709,879119693
284,305,885328906
52,1086,882922562
305,529,886324097
223,318,891550711
22,79,878887765
137,546,881433116
249,11,879640868
269,616,891450453
197,294,891409290
42,603,881107502
193,435,889124439
7,559,891354882
115,127,881171760
59,433,888205982
217,22,889069741
279,709,875310195
257,345,887066556
279,789,875306580
178,73,882827985
90,1194,891383718
111,313,891679901
13,848,882140001
94,625,891723086
59,496,888205144
179,905,892151331
303,302,879465986
299,516,889503159
10,505,877886846
62,464,879375196
56,69,892678893
13,144,882397146
236,313,890115777
310,536,879436137
314,692,877888445
224,215,888082612
292,195,881103568
16,191,877719454
99,597,885679210
234,482,892334803
66,249,883602158
301,174,882075827
92,1142,886442422
99,410,885679262
97,98,884238728
313,673,891016622
58,109,884304396
270,781,876955750
189,1,893264174
234,50,892079237
294,222,877819353
7,241,891354053
131,750,883681723
296,48,884197091
81,3,876592546
151,186,879524222
234,134,892333573
53,174,879442561
280,544,891701302
123,135,879872868
96,479,884403758
236,286,890115777
201,313,884110598
174,471,886433804
151,15,879524879
90,529,891385132
59,12,888204260
310,845,879436534
4,357,892003525
25,615,885852611
59,170,888204430
147,305,885593997
314,1518,877891426
256,413,882163956
272,127,879454725
104,269,888441878
97,50,884239471
14,530,890881433
23,170,874785348
13,97,882399357
165,325,879525672
244,7,880602558
95,416,888954961
28,98,881961531
298,8,884182748
151,210,879524419
77,238,884733965
200,241,884129782
201,405,884112427
291,226,874834895
113,326,875935609
313,191,891013829
207,531,877878342
214,151,892668153
44,123,878346532
18,154,880131358
297,628,874954497
7,28,891352341
115,92,881172049
308,581,887740500
41,28,890687353
287,249,875334430
117,50,880126022
221,204,875246008
318,659,884495868
262,11,879793597
154,488,879138831
186,385,879023894
198,179,884209264
99,168,885680374
126,262,887854726
72,226,880037307
109,31,880577844
34,242,888601628
173,323,877556926
122,215,879270676
208,88,883108324
295,483,879517348
43,64,875981247
89,197,879459859
308,435,887737484
315,305,881017419
42,1041,881109060
164,299,889401383
7,153,891352220
70,50,884064188
130,366,876251972
158,414,880135118
279,42,875308843
210,58,887730177
43,66,875981506
151,490,879528418
194,663,879524292
311,180,884364764
198,214,884208273
82,661,878769703
267,238,878971629
291,466,874834768
60,47,883326399
92,79,875653198
97,115,884239525
314,1218,877887525
15,685,879456288
99,204,885679952
123,192,879873119
47,340,879439078
222,135,878181563
58,284,884304519
320,294,884748418
268,135,875309583
287,11,875335124
305,186,886323902
6,221,883599431
85,647,879453844
128,736,879968352
249,124,879572646
21,184,874951797
286,628,875806800
145,183,875272009
311,28,884365140
25,228,885852920
76,92,882606108
235,647,889655045
286,133,877531730
48,174,879434723
5,24,879198229
85,272,893110061
286,7,875807003
151,429,879528673
191,301,891561336
287,56,875334759
96,153,884403624
93,15,888705388
84,528,883453617
13,167,882141659
178,234,882826783
128,418,879968164
195,496,888737525
13,570,882397581
276,843,874792989
54,268,883963510
14,474,890881557
18,58,880130613
289,849,876789943
11,746,891905032
298,842,884127249
56,215,892678547
38,465,892432476
214,652,891543972
7,420,891353219
61,328,891206371
303,182,879467105
145,13,875270507
50,253,877052550
194,530,879521167
222,157,878181976
7,188,891352778
109,100,880563080
90,631,891384570
13,685,882397582
82,73,878769888
235,1149,889655595
200,665,884130621
145,50,885557660
213,48,878955848
244,216,880605869
85,175,879828912
137,237,881432965
151,162,879528779
187,116,879464978
49,741,888068079
291,54,874834963
316,292,880853072
271,514,885848408
277,1197,879543768
253,50,891628518
311,662,884365018
246,816,884925218
59,287,888203175
268,83,875309344
145,299,875269822
327,191,887820828
297,286,874953892
295,151,879517635
275,176,880314320
48,259,879434270
235,419,889655858
147,258,885594040
92,521,875813412
43,284,883955441
201,587,884140975
286,689,884583549
69,12,882145567
237,494,879376553
85,133,879453876
311,366,884366010
114,175,881259955
42,121,881110578
7,680,891350703
154,302,879138235
106,660,881451631
313,71,891030144
90,526,891383866
94,186,891722278
151,480,879524151
311,505,884365451
320,202,884750946
259,750,888630424
78,412,879634223
85,98,879453716
288,127,886374451
25,729,885852697
119,213,874781257
315,657,879821299
195,387,891762491
95,174,879196231
130,332,876250582
233,482,877661437
44,530,878348725
292,86,881105778
251,144,886271920
269,923,891447169
178,148,882824325
138,121,879023558
30,82,875060217
34,690,888602513
292,276,881103915
271,11,885848408
311,568,884365325
183,241,892323453
288,196,886373474
268,42,875310384
308,634,887737334
271,211,885849164
16,144,877721142
90,603,891385132
209,408,883417517
299,238,877880852
279,1228,890779991
128,140,879968308
307,173,879283786
291,159,875087488
10,489,877892210
10,657,877892110
59,855,888204502
124,11,890287645
7,133,891353192
256,692,882165066
318,476,884495164
307,258,879283786
28,7,881961531
236,729,890118372
7,93,891351042
154,175,879138784
311,403,884365889
221,508,875244160
305,203,886323839
207,508,877879259
130,161,875802058
328,9,885045993
293,293,888904795
162,742,877635758
128,79,879967692
307,1411,877124058
269,514,891449123
327,533,887822530
95,143,880571951
94,157,891725332
256,819,882151052
222,153,878182416
207,98,875509887
222,298,877563253
286,151,875806800
7,174,891350757
148,495,877016735
311,495,884366066
178,255,882824001
123,847,879873193
291,77,874834799
237,528,879376606
290,222,880731778
177,79,880130758
65,202,879217852
311,181,884364724
77,168,884752721
58,960,884305004
117,405,880126174
248,127,884535084
5,423,875636793
289,7,876789628
99,508,885678840
275,523,880314031
28,380,881961394
198,651,884207424
221,268,876502910
267,739,878973276
301,496,882075743
318,64,884495590
298,477,884126202
16,942,877719863
178,125,882824431
320,284,884748818
138,151,879023389
215,157,891435573
94,1119,891723261
79,246,891271545
279,1492,888430806
189,30,893266205
233,806,880610396
222,172,878183079
276,301,877584219
57,409,883697655
125,173,879454100
128,143,879967300
236,506,890118153
90,958,891383561
197,176,891409798
277,273,879544145
99,546,885679353
326,186,879877143
59,663,888204928
59,702,888205463
26,15,891386369
7,182,891350965
276,11,874787497
222,210,878184338
287,92,875334896
106,703,881450039
276,1218,874792040
230,210,880484975
246,184,884921948
22,511,878887983
165,258,879525672
109,89,880573263
195,181,875771440
7,193,892135346
326,480,879875691
85,58,879829689
186,588,879024535
256,280,882151167
84,529,883453108
194,770,879525342
267,114,878971514
16,504,877718168
90,31,891384673
234,657,892079840
60,1020,883327018
92,947,875654929
158,1,880132443
1,228,878543541
