USER_ID,memberClass
8706469396410429926,Default_memberClass
576106931992840917,Default_memberClass
-8513783737732890871,Default_memberClass
6017950226422691753,Default_memberClass
-2514104136105352007,Gold
7990589911668522542,Default_memberClass
3431076450494289725,Default_memberClass
5113587834551732244,Default_memberClass
-3388679412401305725,Default_memberClass
7512668919199842544,Default_memberClass
-8282068048602518147,Default_memberClass
-2414647820679369492,Default_memberClass
4565344576076481412,Default_memberClass
-2945784802694376984,Default_memberClass
1809041800059965621,Default_memberClass
7813277950840402914,Default_memberClass
-6424222145381271186,Default_memberClass
-6299985548825356815,Default_memberClass
4168351266350491880,Default_memberClass
-806120023204612389,Gold
4961398409930041425,Default_memberClass
-6636279121424018028,Default_memberClass
-5693740782706249619,Gold
59114378522650195,Gold
-5129890428118584046,Default_memberClass
3258378014657544899,Default_memberClass
6814473770606107876,Default_memberClass
8493066568758596168,Default_memberClass
152090562759692024,Default_memberClass
-5675000953199901557,Default_memberClass
2053379656367347007,Default_memberClass
8057836774425048976,Default_memberClass
5445725070578247382,Gold
7913076667805037016,Default_memberClass
876005465021553188,Default_memberClass
3080684029968022113,Default_memberClass
3402650245484472756,Default_memberClass
2252149981985174481,Default_memberClass
-7706561375006035658,Default_memberClass
-6351563217155709322,Default_memberClass
-8138387225585130688,Default_memberClass
4571786773090498825,Default_memberClass
2870619290848547149,Default_memberClass
-2344754280685087142,Silver
2341107781010362008,Gold
8143661350402745099,Default_memberClass
3355738888242332676,Default_memberClass
3077353959856224533,Default_memberClass
-6807682117001105380,Default_memberClass
6908621784123698066,Default_memberClass
-262440133218530838,Default_memberClass
657820540062343075,Default_memberClass
2595582013930429584,Default_memberClass
5898873682609745837,Gold
4547877576088914266,Default_memberClass
-5264145153253677688,Default_memberClass
-7371572430832259809,Default_memberClass
4871624192163682248,Default_memberClass
8008585428377491998,Default_memberClass
-4655832930038458518,Default_memberClass
-8885610908215169414,Default_memberClass
1227964702884471382,Default_memberClass
-1902458482777932074,Default_memberClass
8062322902066401448,Gold
-1197494404395759386,Silver
634051552745228397,Default_memberClass
4227566027319153776,Default_memberClass
1453053261798936718,Diamond
-5709112456278561961,Default_memberClass
3788356995456835164,Gold
3440556184509730127,Default_memberClass
118907693172253861,Default_memberClass
-4453193352329283567,Default_memberClass
2890219601471431250,Gold
5131869764776526099,Default_memberClass
4033793387485853758,Default_memberClass
1165540930814000937,Default_memberClass
4994115557876664893,Default_memberClass
-1703423994879307564,Default_memberClass
-89969872258780292,Default_memberClass
-497445003668820678,Default_memberClass
7190337536126565445,Default_memberClass
-8416042249295099863,Default_memberClass
3664496949557787409,Default_memberClass
-3911677957179576444,Default_memberClass
-301799722864749299,Default_memberClass
7583095736503409537,Default_memberClass
-7935402922110186497,Default_memberClass
2402614861457859912,Default_memberClass
-7132189296505925878,Default_memberClass
2990701938409924417,Gold
-5366671037398350083,Default_memberClass
3930061657839071426,Default_memberClass
-8422123008176843948,Default_memberClass
-4499670950379448337,Default_memberClass
3411141990781494573,Default_memberClass
-4502604396266166859,Default_memberClass
-2097651857086278733,Default_memberClass
-12683225896830659,Default_memberClass
-7257977370943669223,Default_memberClass
-7640172366239053880,Default_memberClass
-3673603218021964331,Default_memberClass
-102250784856891382,Default_memberClass
2883798025105393184,Default_memberClass
1456768004975160691,Gold
3643695181112095928,Default_memberClass
-7713675558637042035,Default_memberClass
7516458205874954453,Gold
8354290775571740745,Default_memberClass
1876596750387378825,Default_memberClass
-7817251662771879296,Default_memberClass
-313925169259130017,Default_memberClass
7782954688581700804,Gold
2117360944084472490,Default_memberClass
-655310195685770263,Default_memberClass
-6047439943561761581,Default_memberClass
7326438331459280850,Default_memberClass
-594794380536837502,Default_memberClass
-5513472014849866347,Default_memberClass
9110144987405185192,Default_memberClass
5817036392399745975,Default_memberClass
-7570782607721263409,Default_memberClass
-1818112178343057537,Default_memberClass
-1787892349734465045,Default_memberClass
-262330213502425494,Default_memberClass
-1768343343673801759,Default_memberClass
-4316840030683115210,Default_memberClass
-58336649349551796,Gold
3585433149688769835,Gold
-4182534706539459512,Default_memberClass
-1857329381676082337,Default_memberClass
6185699072912883467,Default_memberClass
2119653363870960770,Default_memberClass
-2759393207035984498,Default_memberClass
-8540451227732054901,Default_memberClass
1394843505423528163,Default_memberClass
-5405168286578329171,Default_memberClass
8858288334995283309,Default_memberClass
-6048492849775184969,Default_memberClass
3755226163604915699,Default_memberClass
686562833879733594,Default_memberClass
4521296668721434098,Default_memberClass
359339157896763205,Default_memberClass
8717553002477681953,Default_memberClass
-1080950452763932484,Default_memberClass
-4644327579753278631,Default_memberClass
1168151690064243426,Default_memberClass
6380435236989109222,Gold
-1898693173266645538,Default_memberClass
-5039009797814642382,Default_memberClass
1184257103229970127,Default_memberClass
4902867450403135519,Default_memberClass
7051862306033905315,Default_memberClass
1479203574892206437,Default_memberClass
684957157010766492,Default_memberClass
4929793456831143846,Gold
102354343734806717,Default_memberClass
1416677695822852486,Default_memberClass
-5139551802385605594,Default_memberClass
-4004830846754903956,Default_memberClass
8383708513631823873,Default_memberClass
7636474408322347765,Default_memberClass
3327222304262922130,Default_memberClass
5102643364425636830,Default_memberClass
-3969233970420465271,Default_memberClass
6272290376975111698,Default_memberClass
8853226041290107627,Gold
4352754040350671967,Default_memberClass
-8578052270066756350,Default_memberClass
-4712165386488706148,Default_memberClass
-4459512993812064653,Default_memberClass
2485542679741261855,Default_memberClass
2931163469769189559,Default_memberClass
1571343669898209455,Default_memberClass
-346787981898472178,Default_memberClass
-5881713179071391017,Default_memberClass
828103506105570413,Default_memberClass
-1889195150708183523,Default_memberClass
6738157834115233405,Gold
3144609746150868511,Default_memberClass
2756532366049998516,Default_memberClass
-6900376035115802291,Gold
800263048797610411,Default_memberClass
7788898111738436397,Default_memberClass
3733243417722102036,Default_memberClass
2729259253361795520,Default_memberClass
-8324900431496132692,Default_memberClass
8603632532692287808,Default_memberClass
-3139815851320858056,Default_memberClass
-1613849807002014487,Gold
-5300350038663735128,Default_memberClass
7246275829073678531,Default_memberClass
930866953361307666,Gold
-8989080373156979517,Default_memberClass
3661908308884145763,Default_memberClass
232022038740034739,Default_memberClass
-5293927229445065640,Default_memberClass
101304322693465473,Default_memberClass
-7144681338007137506,Default_memberClass
-6854980384797978481,Default_memberClass
5473794295570465388,Default_memberClass
7067026422826487603,Default_memberClass
205831481446465450,Default_memberClass
7213521912675780828,Default_memberClass
-8600761158608064005,Gold
-207941173083680619,Gold
-277284029618815140,Gold
8994303236436751618,Default_memberClass
-514314560220960143,Gold
7025481264014643896,Default_memberClass
4359786248695705063,Default_memberClass
5676524646051246967,Default_memberClass
5232502268050538604,Default_memberClass
5623157835652051274,Default_memberClass
6839484741836201853,Default_memberClass
-4701265678712667437,Default_memberClass
844831298570911524,Default_memberClass
4093558172819023591,Default_memberClass
-7784366274822368988,Silver
2973640223555759660,Gold
7193178502026245074,Default_memberClass
6160385944473167861,Default_memberClass
-8605798135704687248,Default_memberClass
8502560587513083315,Default_memberClass
-4004836413837482804,Default_memberClass
-5867106057421298066,Silver
5851700224927872724,Default_memberClass
-7138053160031327926,Default_memberClass
-9128838539874564094,Gold
-7606747763857743521,Default_memberClass
6600897276651715433,Default_memberClass
-9134041877888831158,Default_memberClass
2898696863621500528,Default_memberClass
-7643421577298158830,Default_memberClass
-4737657141467906277,Gold
-3131261224651668147,Default_memberClass
-429617224227009232,Default_memberClass
7443501273344055026,Default_memberClass
4574583206742393584,Default_memberClass
6797065611782627500,Default_memberClass
7744850207846143283,Gold
6414642467359990639,Default_memberClass
4064327899005974609,Default_memberClass
6618672070208688556,Default_memberClass
-7915839091285836985,Default_memberClass
-4847576738348848393,Default_memberClass
7988359859390589796,Default_memberClass
-8619545955477603774,Default_memberClass
-6321104418381088471,Gold
1770555951660605365,Silver
-8423884529208853016,Gold
-5702535245922816297,Default_memberClass
-6730229357850134684,Default_memberClass
2063279209570545845,Default_memberClass
-6777435407399606870,Default_memberClass
-8852514833701717633,Default_memberClass
8740848957969232544,Default_memberClass
894074912552839749,Default_memberClass
5506563714700671095,Default_memberClass
5181943743269515137,Default_memberClass
5327034274782271177,Gold
4080962774561215542,Gold
5950009503959527734,Default_memberClass
-2765757035231847574,Default_memberClass
-5914557995034049846,Default_memberClass
4943507411275432112,Default_memberClass
1772721682891645026,Default_memberClass
3990284870114074255,Default_memberClass
2503905539900257209,Default_memberClass
2328137075190662755,Gold
-7425270448545445639,Default_memberClass
2953163967092864646,Default_memberClass
-1353194091507516690,Default_memberClass
-3427330861695347635,Default_memberClass
2916050383832998356,Default_memberClass
-6612362941803630609,Gold
8753512912523402639,Default_memberClass
5999329546950712118,Default_memberClass
2174141930072904753,Gold
-7476814181249792361,Default_memberClass
7872106977597059606,Default_memberClass
3726788983867759665,Default_memberClass
3961116649785210581,Default_memberClass
6406552875894091752,Default_memberClass
-90387309624957847,Default_memberClass
2634981863819084802,Gold
4328046662603597560,Default_memberClass
1554143130668643304,Default_memberClass
7409515710736055538,Default_memberClass
4343027679814741381,Gold
-5609824437053038543,Default_memberClass
-7543153279931270691,Default_memberClass
6728795637862194088,Default_memberClass
4904917030884185859,Default_memberClass
-7300742113458692538,Default_memberClass
4087338263431729781,Default_memberClass
-8297037425743340119,Default_memberClass
6494844376027964151,Default_memberClass
-7041770820326491716,Default_memberClass
2272939929670060799,Default_memberClass
-9171494520506693902,Gold
5116401232952726175,Gold
-3898395596448130968,Default_memberClass
-5561965054973847375,Default_memberClass
-8555662864812800444,Gold
-3490930892660772635,Default_memberClass
-3148924261585677365,Default_memberClass
4171327868817775604,Default_memberClass
-2428548125558983795,Default_memberClass
-5317179314712804537,Gold
-8263629921930340013,Default_memberClass
388247057960444034,Default_memberClass
-5862656613876113224,Default_memberClass
3361118672362227424,Default_memberClass
7812113257292339606,Default_memberClass
-6589402487128568963,Default_memberClass
3551300817188461365,Default_memberClass
2068141450811069843,Default_memberClass
7801493194676515962,Default_memberClass
-9108363915614695702,Default_memberClass
-4046419368322915562,Default_memberClass
-7901376677403526243,Default_memberClass
8844579799304605669,Default_memberClass
-1573797045183953789,Default_memberClass
3008531560521244599,Default_memberClass
-7371697919527428657,Default_memberClass
7666606681807987610,Gold
-7046708236686758028,Default_memberClass
-169247292833291465,Default_memberClass
-867357935521169715,Default_memberClass
6883976066446558441,Default_memberClass
-7792409648652689988,Default_memberClass
-5183830190806164553,Default_memberClass
2883463147527749960,Default_memberClass
-4635813762133188893,Default_memberClass
6801799820986620112,Default_memberClass
-1676950932444359579,Default_memberClass
7198873220998704165,Default_memberClass
-8736887168759425154,Default_memberClass
4540702037242421737,Default_memberClass
-6568317803195956506,Default_memberClass
-4840054252012025509,Default_memberClass
3999768250334296491,Default_memberClass
-3583478460360980838,Default_memberClass
-8740285092476768780,Default_memberClass
2851339971257101630,Default_memberClass
-8604820704009639430,Default_memberClass
7034940526690411448,Default_memberClass
-1350087387742986101,Default_memberClass
-7113393674407023261,Default_memberClass
8594874635116299584,Default_memberClass
5469765228410144159,Default_memberClass
-159831951564757436,Default_memberClass
6959313209390027660,Gold
2630522264185740241,Default_memberClass
3988186002997727073,Gold
-5504432822131321946,Gold
3024599724744587059,Default_memberClass
-1309905940165663397,Default_memberClass
1552503431793741178,Default_memberClass
7258204904901750786,Default_memberClass
-620752573651964525,Default_memberClass
636429070063874726,Default_memberClass
3015167515834123466,Default_memberClass
1079573845707492648,Default_memberClass
-7884093581691235682,Default_memberClass
7552064332081186591,Default_memberClass
-4493181393534659503,Default_memberClass
7689892442958150617,Gold
-7825991381872566733,Default_memberClass
1334132991047921090,Default_memberClass
2399657956076943639,Gold
8967496402534260624,Default_memberClass
3975272081008992687,Default_memberClass
-3966653268430790546,Default_memberClass
-7766501077472972706,Default_memberClass
2907786887634459799,Default_memberClass
3476499492702072622,Default_memberClass
3411601053057891589,Default_memberClass
8816692118079206450,Default_memberClass
-5729459593329584853,Default_memberClass
-2536212162808543187,Gold
8525496666265889947,Default_memberClass
-4307043135708207252,Default_memberClass
-4509456225033048550,Gold
-2212185298286053524,Default_memberClass
-5357186407371565032,Default_memberClass
6546234620370434246,Gold
6854611537951680649,Gold
6728665386272012198,Default_memberClass
-639846513601510542,Default_memberClass
-8313081502350167008,Default_memberClass
3344827244676710320,Default_memberClass
8184260561759616220,Default_memberClass
5968060339038614352,Default_memberClass
-6795967090317598029,Default_memberClass
-2388613962552907470,Default_memberClass
-3866458495706848663,Default_memberClass
2970604715091927133,Default_memberClass
5442558687602339570,Default_memberClass
-4597992703761420436,Default_memberClass
7861604486040658653,Default_memberClass
1156264559250538198,Default_memberClass
1457331331517722057,Default_memberClass
7349659547313932692,Default_memberClass
586223637667404042,Default_memberClass
-5422897263008056597,Default_memberClass
2340483236808550127,Default_memberClass
7637708219036021401,Default_memberClass
2749168696633463833,Default_memberClass
5066624065355340015,Default_memberClass
-7465109745183258310,Default_memberClass
445517056473660892,Default_memberClass
-2435206157944469274,Default_memberClass
-6588214946623848251,Default_memberClass
4233867741662759039,Gold
-6342987263275752366,Default_memberClass
1603448800626220974,Default_memberClass
8284900598410882922,Default_memberClass
1352165383561889915,Default_memberClass
-4223967083963864149,Gold
3438790746539311795,Default_memberClass
459887341671062173,Default_memberClass
6697072857502096349,Default_memberClass
9033956320714833643,Default_memberClass
-8810882395658418765,Default_memberClass
7293453323872271335,Default_memberClass
-6592822498873646658,Default_memberClass
1273364146485768143,Gold
-6936395906356352798,Default_memberClass
-2749847939298777029,Gold
3490913098729841326,Gold
-3872076578792460549,Default_memberClass
-4710945346518923840,Default_memberClass
7558965763089627106,Gold
1104074455658328755,Default_memberClass
3652218989412496392,Default_memberClass
-3645498724157697567,Gold
4626422862760606214,Default_memberClass
-9031240849374161940,Default_memberClass
5439261493437647775,Default_memberClass
5072849510679814550,Default_memberClass
7816362161094831646,Default_memberClass
-6258622461292273925,Default_memberClass
681845376383830168,Default_memberClass
4531604182091996981,Default_memberClass
-6463977295607794877,Default_memberClass
8962035147536015246,Default_memberClass
4731193482509804548,Default_memberClass
3564061021011839154,Default_memberClass
-5070200075776322314,Gold
-958886629951581929,Gold
-8148368672872715524,Default_memberClass
8664656239599260122,Default_memberClass
4989514679419053024,Default_memberClass
8783382549620576559,Gold
3702476990859202922,Gold
-6509979533752487130,Default_memberClass
706428878404788621,Default_memberClass
3571431686725026927,Gold
6246525996528785359,Default_memberClass
9036642355721807098,Default_memberClass
1792183001882861693,Default_memberClass
3938743589755011017,Default_memberClass
-548947953825344224,Default_memberClass
2603236149298601674,Gold
-3810747059906636422,Default_memberClass
7347505053893303203,Default_memberClass
2371152307544465510,Default_memberClass
-9200682603203967772,Default_memberClass
-8273814947749651315,Gold
7030252899710034767,Default_memberClass
7786791704695913056,Gold
1151966052209378223,Default_memberClass
6885776367745035674,Default_memberClass
-8659986291855297494,Default_memberClass
5610075450594808466,Default_memberClass
4321375703853047535,Default_memberClass
-8402525388962130643,Default_memberClass
-1005155122071660837,Default_memberClass
5632645845239563973,Default_memberClass
2969277947130606923,Default_memberClass
-4689044303005267147,Default_memberClass
7138344407284737107,Default_memberClass
-3740758537280459147,Default_memberClass
6797508662069263503,Default_memberClass
6734294651960349590,Default_memberClass
-6258089651429815024,Default_memberClass
4799499837744477938,Default_memberClass
1866789986857675876,Default_memberClass
4936878425767514721,Default_memberClass
1430073674741006410,Default_memberClass
-2739671512664816560,Default_memberClass
7240788205553822047,Default_memberClass
1070192597450700923,Default_memberClass
7631150820372449205,Default_memberClass
-6540940032936606938,Default_memberClass
-4225311639859363563,Default_memberClass
3629542898545567962,Gold
-1459579370908283200,Default_memberClass
2865897245736644202,Default_memberClass
-4619338322642525578,Default_memberClass
362909869757754724,Default_memberClass
-6993130908875727558,Default_memberClass
3205654785378431040,Default_memberClass
-2261176322170030202,Gold
3603751996718880849,Default_memberClass
-695905307339579268,Default_memberClass
1336212556745347096,Gold
-3974799633349568762,Default_memberClass
6314150920980215167,Default_memberClass
-757416154793337185,Default_memberClass
3893808476044242627,Default_memberClass
-8814565122948690629,Default_memberClass
-8109206946887707406,Default_memberClass
-5712059970822733704,Gold
-1967186324485287321,Default_memberClass
6515475187766932436,Default_memberClass
3174040461670353853,Default_memberClass
1512724763762317536,Default_memberClass
-7222857703708024875,Default_memberClass
-3522145978205891491,Default_memberClass
5397741249041629065,Default_memberClass
157347306964076143,Default_memberClass
-7877224019819583273,Default_memberClass
-6617108707456968851,Gold
3672173595157239176,Default_memberClass
-3807298849397804717,Gold
-6540539841426750546,Default_memberClass
-4234185662683705179,Default_memberClass
3620290445301296824,Default_memberClass
6770184445121901862,Default_memberClass
-8067989479792020725,Gold
1231926236147774493,Default_memberClass
2347729357571018662,Default_memberClass
-2908315789096355800,Default_memberClass
3792602582610150849,Default_memberClass
2450055562718412320,Default_memberClass
4663515243887919186,Default_memberClass
-7022368948525164380,Default_memberClass
-822248766978032050,Default_memberClass
3340921310357907689,Gold
-6615821740241958917,Gold
-8339396669194552966,Default_memberClass
-6247342097328565557,Default_memberClass
-516446233482365710,Default_memberClass
2155040302668731784,Default_memberClass
-8365753079489315467,Default_memberClass
-2449638236217152519,Default_memberClass
-2977931675685713100,Gold
620245102924499306,Default_memberClass
8570038003018280107,Gold
7116572954745463930,Default_memberClass
3045863914847497190,Gold
6565679724338331670,Gold
-7090580553421789905,Gold
-7437371560787792941,Default_memberClass
2083196649395379311,Default_memberClass
7514199347295835602,Default_memberClass
-3022733219870942120,Default_memberClass
142135230493622675,Gold
-3875195477153982449,Default_memberClass
2240487689761800967,Default_memberClass
-4953852885793512357,Gold
-4796534026274396775,Default_memberClass
-247763309607016614,Default_memberClass
-4086507810843722704,Default_memberClass
5444864944043399041,Default_memberClass
3149746514372450955,Default_memberClass
862527396363287322,Default_memberClass
-7817087371315702176,Default_memberClass
-7027268392575266560,Gold
896278872030079425,Gold
6412955505209493478,Default_memberClass
1288960839100873854,Default_memberClass
5393068025160945081,Default_memberClass
5031078953764491071,Default_memberClass
1608091384185448057,Gold
-4920401307796988674,Gold
8518503642745900758,Default_memberClass
-3451748864299162614,Default_memberClass
8915768932096212532,Default_memberClass
-6215883848005161340,Default_memberClass
8033967199911433426,Default_memberClass
5081124472561243284,Gold
5073441192768964947,Default_memberClass
-7940240450316267852,Default_memberClass
-2704617025472230163,Default_memberClass
-8172266739148811644,Default_memberClass
-939069140189404690,Gold
-2064780775952761249,Default_memberClass
108769300159863057,Default_memberClass
1748385918346245595,Default_memberClass
832741642573449718,Default_memberClass
-1486475473149265415,Default_memberClass
-8208094407095418341,Default_memberClass
2004110459569098786,Default_memberClass
5324641799080902874,Default_memberClass
7521457345911384246,Default_memberClass
-111644203397613307,Default_memberClass
-2071192010010656377,Default_memberClass
-2241555794518969297,Default_memberClass
7425045673191405593,Default_memberClass
-7766462508823402658,Default_memberClass
-2952430194141430133,Default_memberClass
-5615529161451873503,Default_memberClass
-4651214056320052885,Gold
-9042123529882772302,Default_memberClass
-731399220898945824,Default_memberClass
8550236152194653397,Default_memberClass
7342364725807144547,Default_memberClass
-7702945875947384052,Default_memberClass
480493853659941508,Gold
-7277179796231072765,Default_memberClass
-7472609377617091022,Default_memberClass
8251302147201836243,Default_memberClass
-521028002419099228,Default_memberClass
7688507332911506116,Default_memberClass
-1270462687416968259,Default_memberClass
1327573004576992452,Default_memberClass
1312707627902733503,Default_memberClass
-8358477342896297608,Default_memberClass
-4636452740266178172,Gold
-6070845733198668063,Default_memberClass
-6961213075276518010,Default_memberClass
-1360776767236998894,Default_memberClass
6407116883578616090,Default_memberClass
-5383283895986883035,Default_memberClass
5119583335641315176,Default_memberClass
-1668843798109987206,Gold
7696164306447229164,Gold
6550709375819883961,Default_memberClass
2360379878143291683,Default_memberClass
3619969827428663961,Default_memberClass
3701496423149337767,Gold
-8578546515146517078,Default_memberClass
-2753436352134349029,Default_memberClass
-851003964035726395,Default_memberClass
8473890701056384456,Default_memberClass
4122349916055131028,Default_memberClass
6891910015926299964,Default_memberClass
-4076703182691388279,Default_memberClass
-6246643766315998727,Default_memberClass
6151890784364228990,Default_memberClass
5675066448217177097,Gold
2626792056806895629,Default_memberClass
6158894739851692803,Default_memberClass
1730115847650260598,Gold
6006144352923785038,Default_memberClass
5465563085082351137,Gold
-6569628593856872535,Default_memberClass
-2865980791689404313,Gold
-6615754844961146731,Default_memberClass
1999869890881230150,Default_memberClass
-4984343866030269053,Default_memberClass
-8979205374721136348,Default_memberClass
4078760979717352726,Gold
-4375690924032796149,Default_memberClass
6479282301703449945,Default_memberClass
1051953106500247876,Default_memberClass
4454118854011775314,Default_memberClass
7830406356895333240,Default_memberClass
36088972584139322,Default_memberClass
-2132912537610648510,Default_memberClass
2795125947330835504,Gold
-8300295758625428762,Default_memberClass
-6231396284437690370,Default_memberClass
8198370490584747322,Default_memberClass
2053502432833570150,Default_memberClass
3865822617316435061,Gold
-7439870616841241909,Gold
-1581060642734827402,Default_memberClass
-6018580057673979533,Gold
5000051447623369062,Default_memberClass
-4556614882363044739,Default_memberClass
-8041277782737955098,Default_memberClass
6583804920044484066,Default_memberClass
-1061730026601357287,Default_memberClass
8150276127043521813,Default_memberClass
-5670086329596043559,Default_memberClass
-4578288022235467864,Default_memberClass
-3060438748948699418,Gold
-4731714416765043643,Default_memberClass
2011227883180357011,Default_memberClass
3261662145871644470,Gold
2155768175749049291,Default_memberClass
-2993372301612439057,Default_memberClass
7370858917952899890,Default_memberClass
5793140467867868264,Default_memberClass
-4390447690060524518,Default_memberClass
-1232022762684451779,Default_memberClass
7050970656060300283,Default_memberClass
-5525429945183742551,Default_memberClass
-7488291342251853506,Default_memberClass
8405901223754785497,Default_memberClass
1256998127860051408,Gold
2303929589193808847,Default_memberClass
-4546435801525618715,Default_memberClass
-8325345276020596655,Default_memberClass
-3832315835895290584,Default_memberClass
882177697411943637,Default_memberClass
3364763613475258564,Gold
38009965209223855,Default_memberClass
5341886214025665982,Gold
-2367805225998609678,Gold
847125664604977934,Gold
4386279869268608640,Default_memberClass
2216104133484818546,Default_memberClass
-3943484650494438691,Default_memberClass
4293571039707426800,Default_memberClass
4084427582520713108,Gold
-7526343533214093504,Gold
4335436934964604301,Default_memberClass
-1982553865289245281,Default_memberClass
